regime,count,rmse,mae,spearman,top_decile_hit,rmse_hv_fut,hv_fut_frac
0,925,0.006107261513115396,0.004132836891497885,0.10721305125762065,0.20430107526881722,0.020235996841632367,0.013916500994035786
1,1240,0.009940359698769911,0.0060896571311792255,0.18334457548908825,0.12903225806451613,0.024159183099174565,0.0474297074694689
2,1356,0.006598288293108209,0.004861507182618645,0.27380654456862447,0.375,0.013196205727104813,0.03890940073842658
