regime,count,rmse,mae,spearman,top_decile_hit,rmse_hv_fut,hv_fut_frac
0,925,0.004889450822297538,0.0034913679314340176,0.2650626192974781,0.3118279569892473,0.017555467504589323,0.008520306731042317
1,1240,0.009678665436369263,0.005928003843710661,0.3083733118370621,0.27419354838709675,0.02190184018860307,0.054245952854302754
2,1356,0.006570488038367714,0.004753788733776615,0.3590223771620243,0.375,0.013374934224853145,0.0374893496165862
