ticker,horizon,loss,model,in_mcs,mcs_p,set_size
MSFT,20,qlike,ewma,True,0.116,5
MSFT,20,qlike,garch11,True,0.116,5
MSFT,20,qlike,gbm_gated,False,0.043,5
MSFT,20,qlike,gbm_pooled,False,0.0535,5
MSFT,20,qlike,har,True,0.116,5
MSFT,20,qlike,regime_features,True,0.116,5
MSFT,20,qlike,regime_normal,False,0.043,5
MSFT,20,qlike,regime_shrunk,False,0.0535,5
MSFT,20,qlike,ridge,True,0.116,5
QQQ,1,mse,ewma,False,0.0135,5
QQQ,1,mse,garch11,True,0.1685,5
QQQ,1,mse,gbm_gated,False,0.0015,5
QQQ,1,mse,gbm_pooled,False,0.001,5
QQQ,1,mse,har,False,0.071,5
QQQ,1,mse,regime_features,True,0.1685,5
QQQ,1,mse,regime_normal,True,0.1685,5
QQQ,1,mse,regime_shrunk,True,0.1685,5
QQQ,1,mse,ridge,True,0.1685,5
QQQ,1,qlike,ewma,False,0.0405,1
QQQ,1,qlike,garch11,True,1.0,1
QQQ,1,qlike,gbm_gated,False,0.0405,1
QQQ,1,qlike,gbm_pooled,False,0.0405,1
QQQ,1,qlike,har,False,0.0405,1
QQQ,1,qlike,regime_features,False,0.0405,1
QQQ,1,qlike,regime_normal,False,0.0405,1
QQQ,1,qlike,regime_shrunk,False,0.0405,1
QQQ,1,qlike,ridge,False,0.0405,1
QQQ,5,mse,ewma,False,0.0335,5
QQQ,5,mse,garch11,True,0.148,5
QQQ,5,mse,gbm_gated,False,0.0335,5
QQQ,5,mse,gbm_pooled,False,0.0335,5
QQQ,5,mse,har,False,0.0335,5
QQQ,5,mse,regime_features,True,0.148,5
QQQ,5,mse,regime_normal,True,0.148,5
QQQ,5,mse,regime_shrunk,True,0.148,5
QQQ,5,mse,ridge,True,0.148,5
QQQ,5,qlike,ewma,True,0.1295,9
QQQ,5,qlike,garch11,True,0.1295,9
QQQ,5,qlike,gbm_gated,True,0.1295,9
QQQ,5,qlike,gbm_pooled,True,0.1295,9
QQQ,5,qlike,har,True,0.1295,9
QQQ,5,qlike,regime_features,True,0.1295,9
QQQ,5,qlike,regime_normal,True,0.1295,9
QQQ,5,qlike,regime_shrunk,True,0.1295,9
QQQ,5,qlike,ridge,True,0.1295,9
QQQ,20,mse,ewma,True,0.195,9
QQQ,20,mse,garch11,True,0.195,9
QQQ,20,mse,gbm_gated,True,0.195,9
QQQ,20,mse,gbm_pooled,True,0.195,9
QQQ,20,mse,har,True,0.195,9
QQQ,20,mse,regime_features,True,0.195,9
QQQ,20,mse,regime_normal,True,0.195,9
QQQ,20,mse,regime_shrunk,True,0.195,9
QQQ,20,mse,ridge,True,0.195,9
QQQ,20,qlike,ewma,True,0.198,9
QQQ,20,qlike,garch11,True,0.198,9
QQQ,20,qlike,gbm_gated,True,0.198,9
QQQ,20,qlike,gbm_pooled,True,0.198,9
QQQ,20,qlike,har,True,0.198,9
QQQ,20,qlike,regime_features,True,0.198,9
QQQ,20,qlike,regime_normal,True,0.198,9
QQQ,20,qlike,regime_shrunk,True,0.198,9
QQQ,20,qlike,ridge,True,0.198,9
SPY,1,mse,ewma,False,0.0075,1
SPY,1,mse,garch11,False,0.0955,1
SPY,1,mse,gbm_gated,False,0.002,1
SPY,1,mse,gbm_pooled,False,0.001,1
SPY,1,mse,har,False,0.0845,1
SPY,1,mse,regime_features,False,0.0955,1
SPY,1,mse,regime_normal,False,0.0075,1
SPY,1,mse,regime_shrunk,False,0.0955,1
SPY,1,mse,ridge,True,1.0,1
SPY,1,qlike,ewma,False,0.0145,1
SPY,1,qlike,garch11,True,1.0,1
SPY,1,qlike,gbm_gated,False,0.0145,1
SPY,1,qlike,gbm_pooled,False,0.0145,1
SPY,1,qlike,har,False,0.0145,1
SPY,1,qlike,regime_features,False,0.0145,1
SPY,1,qlike,regime_normal,False,0.0145,1
SPY,1,qlike,regime_shrunk,False,0.0145,1
SPY,1,qlike,ridge,False,0.0145,1
SPY,5,mse,ewma,False,0.0115,3
SPY,5,mse,garch11,True,0.2015,3
SPY,5,mse,gbm_gated,False,0.0115,3
SPY,5,mse,gbm_pooled,False,0.0115,3
SPY,5,mse,har,False,0.0115,3
SPY,5,mse,regime_features,False,0.037,3
SPY,5,mse,regime_normal,False,0.026,3
SPY,5,mse,regime_shrunk,True,0.2015,3
SPY,5,mse,ridge,True,0.2015,3
SPY,5,qlike,ewma,True,0.1045,7
SPY,5,qlike,garch11,True,0.1045,7
SPY,5,qlike,gbm_gated,True,0.1045,7
SPY,5,qlike,gbm_pooled,True,0.1045,7
SPY,5,qlike,har,True,0.1045,7
SPY,5,qlike,regime_features,False,0.0805,7
SPY,5,qlike,regime_normal,False,0.009,7
SPY,5,qlike,regime_shrunk,True,0.1045,7
SPY,5,qlike,ridge,True,0.1045,7
SPY,20,mse,ewma,True,0.507,6
SPY,20,mse,garch11,True,0.507,6
SPY,20,mse,gbm_gated,False,0.0165,6
SPY,20,mse,gbm_pooled,False,0.0165,6
SPY,20,mse,har,True,0.507,6
SPY,20,mse,regime_features,True,0.507,6
SPY,20,mse,regime_normal,False,0.0165,6
SPY,20,mse,regime_shrunk,True,0.507,6
SPY,20,mse,ridge,True,0.507,6
SPY,20,qlike,ewma,True,0.794,6
SPY,20,qlike,garch11,True,0.794,6
SPY,20,qlike,gbm_gated,False,0.066,6
SPY,20,qlike,gbm_pooled,False,0.066,6
SPY,20,qlike,har,True,0.794,6
SPY,20,qlike,regime_features,True,0.794,6
SPY,20,qlike,regime_normal,False,0.066,6
SPY,20,qlike,regime_shrunk,True,0.794,6
SPY,20,qlike,ridge,True,0.794,6
TLT,1,mse,ewma,True,1.0,1
TLT,1,mse,garch11,False,0.0,1
TLT,1,mse,gbm_gated,False,0.0,1
TLT,1,mse,gbm_pooled,False,0.0,1
TLT,1,mse,har,False,0.0,1
TLT,1,mse,regime_features,False,0.0,1
TLT,1,mse,regime_normal,False,0.0,1
TLT,1,mse,regime_shrunk,False,0.0,1
TLT,1,mse,ridge,False,0.0,1
TLT,1,qlike,ewma,True,1.0,1
TLT,1,qlike,garch11,False,0.0015,1
TLT,1,qlike,gbm_gated,False,0.0015,1
TLT,1,qlike,gbm_pooled,False,0.0015,1
TLT,1,qlike,har,False,0.0015,1
TLT,1,qlike,regime_features,False,0.0015,1
TLT,1,qlike,regime_normal,False,0.0015,1
TLT,1,qlike,regime_shrunk,False,0.0015,1
TLT,1,qlike,ridge,False,0.0015,1
TLT,5,mse,ewma,True,1.0,1
TLT,5,mse,garch11,False,0.001,1
TLT,5,mse,gbm_gated,False,0.001,1
TLT,5,mse,gbm_pooled,False,0.001,1
TLT,5,mse,har,False,0.001,1
TLT,5,mse,regime_features,False,0.001,1
TLT,5,mse,regime_normal,False,0.001,1
TLT,5,mse,regime_shrunk,False,0.001,1
TLT,5,mse,ridge,False,0.001,1
TLT,5,qlike,ewma,True,1.0,1
TLT,5,qlike,garch11,False,0.001,1
TLT,5,qlike,gbm_gated,False,0.0005,1
TLT,5,qlike,gbm_pooled,False,0.0005,1
TLT,5,qlike,har,False,0.0005,1
TLT,5,qlike,regime_features,False,0.0005,1
TLT,5,qlike,regime_normal,False,0.0005,1
TLT,5,qlike,regime_shrunk,False,0.0005,1
TLT,5,qlike,ridge,False,0.0005,1
TLT,20,mse,ewma,True,1.0,1
TLT,20,mse,garch11,False,0.032,1
TLT,20,mse,gbm_gated,False,0.032,1
TLT,20,mse,gbm_pooled,False,0.0285,1
TLT,20,mse,har,False,0.032,1
TLT,20,mse,regime_features,False,0.032,1
TLT,20,mse,regime_normal,False,0.013,1
TLT,20,mse,regime_shrunk,False,0.0285,1
TLT,20,mse,ridge,False,0.0285,1
TLT,20,qlike,ewma,True,1.0,1
TLT,20,qlike,garch11,False,0.029,1
TLT,20,qlike,gbm_gated,False,0.029,1
TLT,20,qlike,gbm_pooled,False,0.029,1
TLT,20,qlike,har,False,0.029,1
TLT,20,qlike,regime_features,False,0.029,1
TLT,20,qlike,regime_normal,False,0.029,1
TLT,20,qlike,regime_shrunk,False,0.029,1
TLT,20,qlike,ridge,False,0.029,1
TSLA,1,mse,ewma,True,1.0,1
TSLA,1,mse,garch11,False,0.088,1
TSLA,1,mse,gbm_gated,False,0.001,1
TSLA,1,mse,gbm_pooled,False,0.088,1
TSLA,1,mse,har,False,0.088,1
TSLA,1,mse,regime_features,False,0.088,1
TSLA,1,mse,regime_normal,False,0.001,1
TSLA,1,mse,regime_shrunk,False,0.026,1
TSLA,1,mse,ridge,False,0.088,1
TSLA,1,qlike,ewma,True,0.336,2
TSLA,1,qlike,garch11,True,0.336,2
TSLA,1,qlike,gbm_gated,False,0.0,2
TSLA,1,qlike,gbm_pooled,False,0.0005,2
TSLA,1,qlike,har,False,0.0345,2
TSLA,1,qlike,regime_features,False,0.0005,2
TSLA,1,qlike,regime_normal,False,0.0,2
TSLA,1,qlike,regime_shrunk,False,0.0005,2
TSLA,1,qlike,ridge,False,0.0015,2
TSLA,5,mse,ewma,True,1.0,1
TSLA,5,mse,garch11,False,0.0455,1
TSLA,5,mse,gbm_gated,False,0.0025,1
TSLA,5,mse,gbm_pooled,False,0.025,1
TSLA,5,mse,har,False,0.025,1
TSLA,5,mse,regime_features,False,0.01,1
TSLA,5,mse,regime_normal,False,0.0,1
TSLA,5,mse,regime_shrunk,False,0.0,1
TSLA,5,mse,ridge,False,0.025,1
TSLA,5,qlike,ewma,True,0.525,2
TSLA,5,qlike,garch11,True,0.525,2
TSLA,5,qlike,gbm_gated,False,0.0005,2
TSLA,5,qlike,gbm_pooled,False,0.0075,2
TSLA,5,qlike,har,False,0.0275,2
TSLA,5,qlike,regime_features,False,0.0075,2
TSLA,5,qlike,regime_normal,False,0.0005,2
TSLA,5,qlike,regime_shrunk,False,0.0005,2
TSLA,5,qlike,ridge,False,0.0175,2
TSLA,20,mse,ewma,True,0.1665,2
TSLA,20,mse,garch11,True,0.1665,2
TSLA,20,mse,gbm_gated,False,0.0085,2
TSLA,20,mse,gbm_pooled,False,0.025,2
TSLA,20,mse,har,False,0.0775,2
TSLA,20,mse,regime_features,False,0.0775,2
TSLA,20,mse,regime_normal,False,0.0085,2
TSLA,20,mse,regime_shrunk,False,0.0135,2
TSLA,20,mse,ridge,False,0.0775,2
TSLA,20,qlike,ewma,True,0.5255,2
TSLA,20,qlike,garch11,True,0.5255,2
TSLA,20,qlike,gbm_gated,False,0.0105,2
TSLA,20,qlike,gbm_pooled,False,0.043,2
TSLA,20,qlike,har,False,0.0635,2
TSLA,20,qlike,regime_features,False,0.0635,2
TSLA,20,qlike,regime_normal,False,0.0105,2
TSLA,20,qlike,regime_shrunk,False,0.043,2
TSLA,20,qlike,ridge,False,0.0635,2
USO,1,mse,ewma,False,0.026,2
USO,1,mse,garch11,True,0.4065,2
USO,1,mse,gbm_gated,False,0.015,2
USO,1,mse,gbm_pooled,False,0.026,2
USO,1,mse,har,True,0.4065,2
USO,1,mse,regime_features,False,0.026,2
USO,1,mse,regime_normal,False,0.026,2
USO,1,mse,regime_shrunk,False,0.026,2
USO,1,mse,ridge,False,0.026,2
USO,1,qlike,ewma,False,0.0115,1
USO,1,qlike,garch11,True,1.0,1
USO,1,qlike,gbm_gated,False,0.0,1
USO,1,qlike,gbm_pooled,False,0.0115,1
USO,1,qlike,har,False,0.0165,1
USO,1,qlike,regime_features,False,0.0115,1
USO,1,qlike,regime_normal,False,0.006,1
USO,1,qlike,regime_shrunk,False,0.0115,1
USO,1,qlike,ridge,False,0.0115,1
USO,5,mse,ewma,False,0.081,6
USO,5,mse,garch11,True,0.5125,6
USO,5,mse,gbm_gated,False,0.081,6
USO,5,mse,gbm_pooled,False,0.081,6
USO,5,mse,har,True,0.5125,6
USO,5,mse,regime_features,True,0.5125,6
USO,5,mse,regime_normal,True,0.5125,6
USO,5,mse,regime_shrunk,True,0.5125,6
USO,5,mse,ridge,True,0.5125,6
USO,5,qlike,ewma,False,0.0645,4
USO,5,qlike,garch11,True,0.561,4
USO,5,qlike,gbm_gated,False,0.0645,4
USO,5,qlike,gbm_pooled,False,0.0645,4
USO,5,qlike,har,True,0.561,4
USO,5,qlike,regime_features,False,0.0645,4
USO,5,qlike,regime_normal,True,0.561,4
USO,5,qlike,regime_shrunk,True,0.561,4
USO,5,qlike,ridge,False,0.0645,4
USO,20,mse,ewma,True,0.5715,9
USO,20,mse,garch11,True,0.5715,9
USO,20,mse,gbm_gated,True,0.5715,9
USO,20,mse,gbm_pooled,True,0.5715,9
USO,20,mse,har,True,0.5715,9
USO,20,mse,regime_features,True,0.5715,9
USO,20,mse,regime_normal,True,0.5715,9
USO,20,mse,regime_shrunk,True,0.5715,9
USO,20,mse,ridge,True,0.5715,9
USO,20,qlike,ewma,True,0.6355,9
USO,20,qlike,garch11,True,0.6355,9
USO,20,qlike,gbm_gated,True,0.6355,9
USO,20,qlike,gbm_pooled,True,0.6355,9
USO,20,qlike,har,True,0.6355,9
USO,20,qlike,regime_features,True,0.6355,9
USO,20,qlike,regime_normal,True,0.6355,9
USO,20,qlike,regime_shrunk,True,0.6355,9
USO,20,qlike,ridge,True,0.6355,9
XLE,1,mse,ewma,True,0.354,5
XLE,1,mse,garch11,True,0.354,5
XLE,1,mse,gbm_gated,False,0.001,5
XLE,1,mse,gbm_pooled,False,0.001,5
XLE,1,mse,har,True,0.354,5
XLE,1,mse,regime_features,False,0.0285,5
XLE,1,mse,regime_normal,False,0.0245,5
XLE,1,mse,regime_shrunk,True,0.354,5
XLE,1,mse,ridge,True,0.354,5
XLE,1,qlike,ewma,False,0.0455,1
XLE,1,qlike,garch11,True,1.0,1
XLE,1,qlike,gbm_gated,False,0.0,1
XLE,1,qlike,gbm_pooled,False,0.0,1
XLE,1,qlike,har,False,0.002,1
XLE,1,qlike,regime_features,False,0.002,1
XLE,1,qlike,regime_normal,False,0.002,1
XLE,1,qlike,regime_shrunk,False,0.0455,1
XLE,1,qlike,ridge,False,0.002,1
XLE,5,mse,ewma,True,0.609,4
XLE,5,mse,garch11,True,0.609,4
XLE,5,mse,gbm_gated,False,0.008,4
XLE,5,mse,gbm_pooled,False,0.008,4
XLE,5,mse,har,False,0.0745,4
XLE,5,mse,regime_features,False,0.008,4
XLE,5,mse,regime_normal,False,0.008,4
XLE,5,mse,regime_shrunk,True,0.609,4
XLE,5,mse,ridge,True,0.609,4
XLE,5,qlike,ewma,True,0.33,3
XLE,5,qlike,garch11,True,0.33,3
XLE,5,qlike,gbm_gated,False,0.005,3
XLE,5,qlike,gbm_pooled,False,0.005,3
XLE,5,qlike,har,False,0.0075,3
XLE,5,qlike,regime_features,False,0.005,3
XLE,5,qlike,regime_normal,False,0.0075,3
XLE,5,qlike,regime_shrunk,True,0.33,3
XLE,5,qlike,ridge,False,0.0075,3
XLE,20,mse,ewma,True,0.1855,6
XLE,20,mse,garch11,True,0.1855,6
XLE,20,mse,gbm_gated,False,0.039,6
XLE,20,mse,gbm_pooled,False,0.039,6
XLE,20,mse,har,True,0.1855,6
XLE,20,mse,regime_features,False,0.039,6
XLE,20,mse,regime_normal,True,0.1855,6
XLE,20,mse,regime_shrunk,True,0.1855,6
XLE,20,mse,ridge,True,0.1855,6
XLE,20,qlike,ewma,True,0.537,5
XLE,20,qlike,garch11,False,0.052,5
XLE,20,qlike,gbm_gated,False,0.052,5
XLE,20,qlike,gbm_pooled,False,0.052,5
XLE,20,qlike,har,True,0.537,5
XLE,20,qlike,regime_features,False,0.052,5
XLE,20,qlike,regime_normal,True,0.537,5
XLE,20,qlike,regime_shrunk,True,0.537,5
XLE,20,qlike,ridge,True,0.537,5
XLF,1,mse,ewma,False,0.0155,2
XLF,1,mse,garch11,True,0.2545,2
XLF,1,mse,gbm_gated,False,0.0015,2
XLF,1,mse,gbm_pooled,False,0.0015,2
XLF,1,mse,har,False,0.0155,2
XLF,1,mse,regime_features,False,0.007,2
XLF,1,mse,regime_normal,False,0.0015,2
XLF,1,mse,regime_shrunk,False,0.007,2
XLF,1,mse,ridge,True,0.2545,2
XLF,1,qlike,ewma,False,0.004,1
XLF,1,qlike,garch11,True,1.0,1
XLF,1,qlike,gbm_gated,False,0.0035,1
XLF,1,qlike,gbm_pooled,False,0.0035,1
XLF,1,qlike,har,False,0.0035,1
XLF,1,qlike,regime_features,False,0.0035,1
XLF,1,qlike,regime_normal,False,0.0035,1
XLF,1,qlike,regime_shrunk,False,0.0035,1
XLF,1,qlike,ridge,False,0.0035,1
XLF,5,mse,ewma,True,0.247,6
XLF,5,mse,garch11,True,0.247,6
XLF,5,mse,gbm_gated,False,0.048,6
XLF,5,mse,gbm_pooled,False,0.048,6
XLF,5,mse,har,True,0.247,6
XLF,5,mse,regime_features,False,0.048,6
XLF,5,mse,regime_normal,True,0.247,6
XLF,5,mse,regime_shrunk,True,0.247,6
XLF,5,mse,ridge,True,0.247,6
XLF,5,qlike,ewma,True,0.3095,3
XLF,5,qlike,garch11,True,0.3095,3
XLF,5,qlike,gbm_gated,False,0.0735,3
XLF,5,qlike,gbm_pooled,False,0.0735,3
XLF,5,qlike,har,False,0.0735,3
XLF,5,qlike,regime_features,False,0.0735,3
XLF,5,qlike,regime_normal,False,0.0735,3
XLF,5,qlike,regime_shrunk,True,0.3095,3
XLF,5,qlike,ridge,False,0.0735,3
XLF,20,mse,ewma,True,0.114,9
XLF,20,mse,garch11,True,0.114,9
XLF,20,mse,gbm_gated,True,0.114,9
XLF,20,mse,gbm_pooled,True,0.114,9
XLF,20,mse,har,True,0.114,9
XLF,20,mse,regime_features,True,0.114,9
XLF,20,mse,regime_normal,True,0.114,9
XLF,20,mse,regime_shrunk,True,0.114,9
XLF,20,mse,ridge,True,0.114,9
XLF,20,qlike,ewma,True,0.4245,9
XLF,20,qlike,garch11,True,0.4245,9
XLF,20,qlike,gbm_gated,True,0.4245,9
XLF,20,qlike,gbm_pooled,True,0.4245,9
XLF,20,qlike,har,True,0.4245,9
XLF,20,qlike,regime_features,True,0.4245,9
XLF,20,qlike,regime_normal,True,0.4245,9
XLF,20,qlike,regime_shrunk,True,0.4245,9
XLF,20,qlike,ridge,True,0.4245,9
XLK,1,mse,ewma,False,0.007,1
XLK,1,mse,garch11,False,0.0095,1
XLK,1,mse,gbm_gated,False,0.0,1
XLK,1,mse,gbm_pooled,False,0.0,1
XLK,1,mse,har,False,0.0095,1
XLK,1,mse,regime_features,False,0.0095,1
XLK,1,mse,regime_normal,False,0.007,1
XLK,1,mse,regime_shrunk,False,0.0095,1
XLK,1,mse,ridge,True,1.0,1
XLK,1,qlike,ewma,False,0.058,1
XLK,1,qlike,garch11,True,1.0,1
XLK,1,qlike,gbm_gated,False,0.017,1
XLK,1,qlike,gbm_pooled,False,0.0105,1
XLK,1,qlike,har,False,0.0535,1
XLK,1,qlike,regime_features,False,0.0535,1
XLK,1,qlike,regime_normal,False,0.0535,1
XLK,1,qlike,regime_shrunk,False,0.0535,1
XLK,1,qlike,ridge,False,0.0535,1
XLK,5,mse,ewma,False,0.03,1
XLK,5,mse,garch11,False,0.068,1
XLK,5,mse,gbm_gated,False,0.03,1
XLK,5,mse,gbm_pooled,False,0.03,1
XLK,5,mse,har,False,0.03,1
XLK,5,mse,regime_features,False,0.068,1
XLK,5,mse,regime_normal,False,0.05,1
XLK,5,mse,regime_shrunk,False,0.068,1
XLK,5,mse,ridge,True,1.0,1
XLK,5,qlike,ewma,True,0.2425,9
XLK,5,qlike,garch11,True,0.2425,9
XLK,5,qlike,gbm_gated,True,0.2425,9
XLK,5,qlike,gbm_pooled,True,0.2425,9
XLK,5,qlike,har,True,0.2425,9
XLK,5,qlike,regime_features,True,0.2425,9
XLK,5,qlike,regime_normal,True,0.2425,9
XLK,5,qlike,regime_shrunk,True,0.2425,9
XLK,5,qlike,ridge,True,0.2425,9
XLK,20,mse,ewma,True,0.1665,9
XLK,20,mse,garch11,True,0.1665,9
XLK,20,mse,gbm_gated,True,0.1665,9
XLK,20,mse,gbm_pooled,True,0.1665,9
XLK,20,mse,har,True,0.1665,9
XLK,20,mse,regime_features,True,0.1665,9
XLK,20,mse,regime_normal,True,0.1665,9
XLK,20,mse,regime_shrunk,True,0.1665,9
XLK,20,mse,ridge,True,0.1665,9
XLK,20,qlike,ewma,True,0.1185,9
XLK,20,qlike,garch11,True,0.1185,9
XLK,20,qlike,gbm_gated,True,0.1185,9
XLK,20,qlike,gbm_pooled,True,0.1185,9
XLK,20,qlike,har,True,0.1185,9
XLK,20,qlike,regime_features,True,0.1185,9
XLK,20,qlike,regime_normal,True,0.1185,9
XLK,20,qlike,regime_shrunk,True,0.1185,9
XLK,20,qlike,ridge,True,0.1185,9
XOM,1,mse,ewma,True,0.246,3
XOM,1,mse,garch11,True,0.246,3
XOM,1,mse,gbm_gated,False,0.0,3
XOM,1,mse,gbm_pooled,False,0.0,3
XOM,1,mse,har,True,0.246,3
XOM,1,mse,regime_features,False,0.0,3
XOM,1,mse,regime_normal,False,0.0,3
XOM,1,mse,regime_shrunk,False,0.0025,3
XOM,1,mse,ridge,False,0.0,3
XOM,1,qlike,ewma,True,0.738,3
XOM,1,qlike,garch11,True,0.738,3
XOM,1,qlike,gbm_gated,False,0.0,3
XOM,1,qlike,gbm_pooled,False,0.0,3
XOM,1,qlike,har,True,0.738,3
XOM,1,qlike,regime_features,False,0.0,3
XOM,1,qlike,regime_normal,False,0.0095,3
XOM,1,qlike,regime_shrunk,False,0.0215,3
XOM,1,qlike,ridge,False,0.0,3
XOM,5,mse,ewma,True,0.293,5
XOM,5,mse,garch11,True,0.293,5
XOM,5,mse,gbm_gated,False,0.0055,5
XOM,5,mse,gbm_pooled,False,0.0055,5
XOM,5,mse,har,True,0.293,5
XOM,5,mse,regime_features,False,0.0055,5
XOM,5,mse,regime_normal,False,0.016,5
XOM,5,mse,regime_shrunk,True,0.293,5
XOM,5,mse,ridge,True,0.293,5
XOM,5,qlike,ewma,True,0.2415,5
XOM,5,qlike,garch11,True,0.2415,5
XOM,5,qlike,gbm_gated,False,0.0,5
XOM,5,qlike,gbm_pooled,False,0.0,5
XOM,5,qlike,har,True,0.2415,5
XOM,5,qlike,regime_features,False,0.0,5
XOM,5,qlike,regime_normal,False,0.0075,5
XOM,5,qlike,regime_shrunk,True,0.2415,5
XOM,5,qlike,ridge,True,0.2415,5
XOM,20,mse,ewma,True,0.2495,3
XOM,20,mse,garch11,True,0.2495,3
XOM,20,mse,gbm_gated,False,0.0025,3
XOM,20,mse,gbm_pooled,False,0.0025,3
XOM,20,mse,har,True,0.2495,3
XOM,20,mse,regime_features,False,0.0025,3
XOM,20,mse,regime_normal,False,0.0025,3
XOM,20,mse,regime_shrunk,False,0.0025,3
XOM,20,mse,ridge,False,0.0025,3
XOM,20,qlike,ewma,True,0.544,2
XOM,20,qlike,garch11,False,0.0035,2
XOM,20,qlike,gbm_gated,False,0.0035,2
XOM,20,qlike,gbm_pooled,False,0.0035,2
XOM,20,qlike,har,True,0.544,2
XOM,20,qlike,regime_features,False,0.0035,2
XOM,20,qlike,regime_normal,False,0.0035,2
XOM,20,qlike,regime_shrunk,False,0.0035,2
XOM,20,qlike,ridge,False,0.0035,2
