regime,count,rmse,mae,spearman,top_decile_hit,rmse_hv_fut,hv_fut_frac
0,925,0.006102825653082955,0.004122834342131848,0.1023043605509623,0.20430107526881722,0.020282304311580433,0.013916500994035786
1,1240,0.009979489209354086,0.0061464727045149855,0.1662632709255972,0.11290322580645161,0.02416960020747718,0.0474297074694689
2,1356,0.006659452364956605,0.004898339831025385,0.2759207699851714,0.36764705882352944,0.013115112839731026,0.03890940073842658
