regime,count,rmse,mae,spearman,top_decile_hit,rmse_hv_fut,hv_fut_frac
0,925,0.009140439372306365,0.005175910499647185,0.006918762855198526,0.16129032258064516,0.028927171062389765,0.02073274637886964
1,1240,0.008805829764578367,0.005995722695649611,-0.01139837248682661,0.024193548387096774,0.02144894665105729,0.04260153365521159
2,1356,0.006778171939813519,0.005089244903055405,0.11336915953105646,0.3014705882352941,0.014185972643890331,0.03692132916785004
