regime,count,rmse,mae,spearman,top_decile_hit,rmse_hv_fut,hv_fut_frac
0,2161,0.006519239073951256,0.004773390228904848,0.22714080046223425,0.2764976958525346,0.016037570826301924,0.05509798352740699
1,1360,0.00944379569154077,0.0056673367537049745,0.28318467778019957,0.2867647058823529,0.023714834285075086,0.045157625674524283
