regime,count,rmse,mae,spearman,top_decile_hit,rmse_hv_fut,hv_fut_frac
0,925,0.009130508254742152,0.00519048406176163,0.00569964688757674,0.15053763440860216,0.028849597019752028,0.02073274637886964
1,1240,0.008771870850611567,0.005955329262521728,-0.002529448505618462,0.04838709677419355,0.021424492811625055,0.04260153365521159
2,1356,0.00673629470302556,0.0050648482854223536,0.11517124258330175,0.3088235294117647,0.014227656328637572,0.03692132916785004
