regime,count,rmse,mae,spearman,top_decile_hit,rmse_hv_fut,hv_fut_frac
0,2161,0.006304470600435626,0.004607673770596052,0.3298624504650627,0.30414746543778803,0.014738991320571403,0.05509798352740699
1,1360,0.009144797710542468,0.005387161377760841,0.39160272120736717,0.29411764705882354,0.02267092950756317,0.045157625674524283
